"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"ER.FSH.CAPT.MT","Producción de la pesca de captura (toneladas métricas)","Capture fisheries production measures the volume of fish catches landed by a country for all commercial, industrial, recreational and subsistence purposes.","Organización para la Alimentación y la Agricultura.",
